battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range
1860,1,2.3,0,15.0,0.0,23.0,0.6,162.0,4.0,16.0,1362.0,1506.0,3918.0,9.0,2.0,8,0,1,0,3
1375,1,1.1,0,3.0,1.0,9.0,0.9,145.0,7.0,19.0,475.0,726.0,3869.0,19.0,18.0,10,1,1,1,3
1945,0,1.6,1,0.0,1.0,57.0,0.3,195.0,4.0,1.0,743.0,1753.0,732.0,14.0,1.0,14,1,1,0,1
1896,0,0.5,1,8.0,1.0,7.0,0.4,141.0,2.0,13.0,447.0,794.0,3684.0,9.0,7.0,18,1,0,0,3
788,0,2.5,1,4.0,1.0,57.0,0.9,91.0,8.0,12.0,42.0,1161.0,3969.0,12.0,8.0,6,1,1,1,3
880,1,1.7,1,0.0,0.0,33.0,0.7,173.0,2.0,2.0,30.0,1350.0,1414.0,12.0,1.0,7,1,1,0,0
1323,1,2.5,1,10.0,1.0,28.0,0.2,131.0,4.0,12.0,162.0,619.0,1892.0,10.0,0.0,15,1,1,1,1
1868,0,2.0,1,0.0,1.0,42.0,0.2,169.0,1.0,4.0,347.0,660.0,3131.0,8.0,3.0,7,1,1,1,3
1266,0,1.9,1,0.0,1.0,7.0,0.2,184.0,3.0,12.0,346.0,1468.0,2532.0,10.0,5.0,4,1,1,1,2
1042,0,2.7,1,16.0,1.0,50.0,0.8,93.0,7.0,18.0,727.0,1705.0,3215.0,18.0,0.0,20,1,1,1,3
1479,0,0.5,0,8.0,0.0,19.0,0.6,156.0,3.0,10.0,180.0,1476.0,3323.0,13.0,12.0,6,1,0,1,3
1476,1,1.2,1,0.0,1.0,55.0,0.1,171.0,4.0,5.0,1641.0,1666.0,1529.0,13.0,8.0,3,1,0,1,2
1552,1,2.2,0,6.0,1.0,13.0,0.2,123.0,6.0,9.0,269.0,1026.0,2403.0,9.0,2.0,9,1,1,1,2
1454,1,0.5,1,1.0,0.0,34.0,0.7,83.0,4.0,3.0,250.0,1033.0,3419.0,7.0,5.0,5,1,1,0,3
1007,0,2.0,0,0.0,0.0,45.0,0.1,95.0,5.0,2.0,1186.0,1529.0,3648.0,9.0,0.0,16,0,0,0,3
652,1,2.4,1,9.0,1.0,17.0,0.7,173.0,5.0,11.0,77.0,559.0,1974.0,12.0,10.0,12,1,0,0,0
1504,0,1.5,0,12.0,1.0,34.0,0.7,142.0,8.0,15.0,507.0,973.0,2806.0,7.0,2.0,7,1,0,1,2
1726,1,0.9,1,2.0,0.0,51.0,0.6,193.0,4.0,3.0,379.0,1223.0,2239.0,13.0,9.0,13,1,0,1,2
1029,1,1.9,1,5.0,1.0,5.0,0.2,171.0,5.0,8.0,264.0,956.0,582.0,15.0,7.0,4,1,1,1,0
1582,0,2.8,0,2.0,1.0,44.0,0.5,112.0,6.0,13.0,1486.0,1797.0,3890.0,17.0,10.0,10,1,1,1,3
1478,1,0.8,1,12.0,0.0,48.0,0.7,99.0,5.0,17.0,694.0,882.0,1141.0,5.0,2.0,6,0,0,1,1
1178,1,1.3,0,0.0,0.0,49.0,0.6,101.0,5.0,0.0,579.0,596.0,2511.0,6.0,3.0,17,0,0,0,2
707,0,2.1,1,2.0,0.0,25.0,0.8,131.0,3.0,17.0,495.0,574.0,3838.0,9.0,2.0,7,1,0,1,3
755,1,2.8,0,5.0,1.0,51.0,0.3,186.0,4.0,12.0,315.0,990.0,2734.0,10.0,1.0,16,1,0,1,2
912,1,2.0,0,1.0,0.0,54.0,0.3,161.0,8.0,5.0,329.0,1053.0,2330.0,19.0,5.0,20,0,1,0,1
651,1,0.8,1,2.0,1.0,63.0,0.2,176.0,5.0,4.0,548.0,858.0,2244.0,14.0,9.0,19,1,1,0,1
1483,0,2.1,0,1.0,1.0,54.0,0.2,176.0,7.0,2.0,531.0,758.0,1851.0,15.0,13.0,2,1,1,0,1
914,1,0.9,0,2.0,0.0,4.0,0.8,100.0,2.0,12.0,191.0,1495.0,808.0,11.0,7.0,5,1,1,0,0
1456,1,0.5,1,7.0,0.0,7.0,0.4,105.0,5.0,12.0,823.0,1104.0,1587.0,6.0,5.0,20,1,0,1,1
1178,0,2.2,1,6.0,0.0,57.0,0.3,84.0,3.0,17.0,96.0,1352.0,2492.0,16.0,14.0,10,1,1,0,2
1503,1,0.7,0,10.0,1.0,43.0,0.2,166.0,4.0,14.0,841.0,1304.0,2122.0,15.0,1.0,2,1,0,0,2
1681,1,2.5,0,2.0,0.0,11.0,0.4,158.0,2.0,13.0,195.0,1205.0,1122.0,12.0,6.0,16,0,1,1,0
715,0,2.3,1,4.0,0.0,48.0,0.1,160.0,4.0,6.0,21.0,562.0,3709.0,14.0,2.0,10,0,0,0,2
1876,0,2.8,1,3.0,1.0,56.0,0.4,182.0,3.0,4.0,235.0,585.0,3021.0,12.0,2.0,18,1,0,0,2
1190,1,2.2,1,9.0,0.0,47.0,0.3,186.0,6.0,10.0,1417.0,1441.0,624.0,9.0,3.0,19,1,1,1,0
1755,1,1.3,0,0.0,1.0,24.0,0.1,134.0,7.0,2.0,286.0,1075.0,3937.0,8.0,1.0,7,1,0,1,3
1197,0,1.3,0,3.0,1.0,20.0,0.5,149.0,6.0,7.0,649.0,1629.0,1797.0,19.0,5.0,4,1,1,1,1
1048,1,0.9,0,10.0,1.0,28.0,0.8,194.0,2.0,19.0,966.0,1975.0,1458.0,5.0,1.0,15,1,0,1,1
1887,1,3.0,1,6.0,1.0,17.0,0.2,126.0,8.0,7.0,1172.0,1798.0,3348.0,18.0,16.0,16,1,1,0,3
1772,1,0.5,1,3.0,0.0,64.0,0.7,116.0,8.0,15.0,270.0,545.0,1834.0,5.0,2.0,20,0,1,1,1
1421,0,2.8,0,0.0,1.0,57.0,0.4,165.0,1.0,2.0,781.0,1657.0,2775.0,13.0,8.0,14,1,0,1,3
1464,0,0.5,1,0.0,1.0,17.0,0.7,153.0,6.0,8.0,418.0,1341.0,1277.0,13.0,6.0,19,1,0,0,1
728,0,2.3,1,4.0,0.0,23.0,0.8,111.0,4.0,5.0,126.0,817.0,457.0,17.0,10.0,16,1,1,1,0
954,1,0.5,0,0.0,0.0,50.0,0.3,134.0,2.0,11.0,228.0,1058.0,438.0,17.0,0.0,2,1,0,0,0
685,0,0.5,1,8.0,1.0,13.0,0.8,82.0,7.0,15.0,1091.0,1203.0,3210.0,15.0,7.0,2,1,1,1,3
1472,0,2.8,1,1.0,0.0,36.0,0.5,130.0,6.0,10.0,1452.0,1744.0,985.0,12.0,11.0,7,1,1,0,1
853,1,2.0,0,10.0,1.0,3.0,0.6,200.0,2.0,16.0,674.0,740.0,3701.0,15.0,8.0,8,1,1,0,3
1469,0,2.1,0,0.0,0.0,8.0,0.7,123.0,7.0,0.0,398.0,1133.0,1052.0,8.0,1.0,3,0,1,0,0
1310,1,2.3,1,6.0,0.0,57.0,0.9,135.0,8.0,9.0,449.0,889.0,1175.0,16.0,0.0,8,0,0,0,0
1654,0,1.8,0,1.0,0.0,11.0,0.3,146.0,7.0,2.0,1184.0,1719.0,1070.0,8.0,1.0,14,1,1,1,1
902,1,0.7,0,3.0,0.0,3.0,0.3,134.0,7.0,9.0,675.0,1285.0,3411.0,12.0,11.0,15,0,0,1,3
1448,0,1.4,1,13.0,0.0,26.0,1.0,156.0,3.0,16.0,1792.0,1850.0,1175.0,12.0,9.0,6,0,1,0,1
1631,0,0.9,1,2.0,1.0,3.0,0.1,198.0,7.0,12.0,177.0,1905.0,301.0,13.0,5.0,13,1,0,0,0
1608,0,1.8,1,7.0,0.0,28.0,0.4,183.0,2.0,13.0,1013.0,1158.0,489.0,15.0,11.0,8,0,0,1,0
1991,1,2.7,0,5.0,1.0,64.0,0.9,145.0,2.0,13.0,1058.0,1325.0,1733.0,5.0,3.0,8,1,1,0,2
1349,0,2.0,1,15.0,0.0,62.0,0.3,114.0,5.0,16.0,592.0,772.0,2756.0,11.0,3.0,4,1,0,0,2
1589,0,2.5,0,5.0,1.0,51.0,0.8,195.0,1.0,18.0,810.0,1743.0,2612.0,8.0,2.0,16,1,0,0,2
1844,1,2.3,1,1.0,0.0,51.0,0.7,158.0,8.0,3.0,533.0,882.0,1724.0,5.0,1.0,14,0,1,1,1
712,1,0.5,1,3.0,1.0,35.0,0.2,84.0,2.0,10.0,558.0,1208.0,2190.0,16.0,12.0,4,1,1,1,1
972,1,1.7,0,0.0,1.0,54.0,0.7,107.0,3.0,4.0,681.0,1050.0,1900.0,16.0,8.0,19,1,0,1,1
1406,0,0.5,1,2.0,1.0,34.0,0.8,98.0,3.0,5.0,1017.0,1366.0,3915.0,9.0,8.0,2,1,0,1,3
1289,0,0.9,0,10.0,1.0,25.0,1.0,178.0,6.0,12.0,765.0,899.0,1043.0,6.0,2.0,11,1,1,0,0
932,0,1.3,0,1.0,0.0,64.0,0.7,154.0,7.0,2.0,1176.0,1224.0,3817.0,8.0,7.0,9,1,1,1,3
1747,1,0.9,0,6.0,1.0,48.0,0.7,94.0,3.0,19.0,947.0,1131.0,2362.0,17.0,2.0,19,1,1,0,2
1172,1,2.1,1,4.0,0.0,41.0,0.1,95.0,3.0,7.0,1314.0,1884.0,1107.0,7.0,3.0,5,0,0,0,1
1128,1,1.4,0,12.0,0.0,53.0,0.4,84.0,5.0,14.0,609.0,1370.0,2982.0,14.0,9.0,12,1,1,0,3
664,0,1.2,1,0.0,0.0,28.0,0.9,106.0,5.0,5.0,754.0,1497.0,2042.0,17.0,15.0,19,1,1,0,1
513,1,0.5,0,6.0,1.0,44.0,0.1,186.0,4.0,12.0,619.0,867.0,1343.0,5.0,1.0,9,1,1,0,0
1742,0,2.3,1,9.0,1.0,43.0,0.4,170.0,7.0,12.0,453.0,681.0,2610.0,12.0,3.0,10,1,0,1,2
1512,1,1.7,0,12.0,0.0,6.0,0.7,162.0,7.0,17.0,205.0,884.0,2335.0,15.0,7.0,7,1,1,1,2
1986,0,0.5,1,3.0,1.0,51.0,0.1,165.0,8.0,20.0,282.0,1358.0,1614.0,17.0,12.0,3,1,1,1,1
965,1,1.5,1,5.0,0.0,13.0,1.0,109.0,2.0,14.0,130.0,998.0,1138.0,9.0,8.0,10,0,1,0,0
1067,1,2.4,1,3.0,1.0,40.0,0.6,122.0,8.0,15.0,494.0,1989.0,604.0,16.0,14.0,11,1,0,0,0
1583,1,1.6,0,5.0,1.0,42.0,0.8,118.0,3.0,10.0,275.0,862.0,3652.0,14.0,10.0,9,1,0,0,3
1653,0,0.5,1,2.0,1.0,37.0,0.9,176.0,4.0,6.0,447.0,1785.0,3955.0,19.0,4.0,18,1,1,1,3
1433,0,1.6,0,7.0,0.0,4.0,0.7,133.0,8.0,11.0,281.0,799.0,258.0,11.0,9.0,4,1,1,1,0
765,0,2.9,0,0.0,1.0,18.0,0.1,153.0,7.0,0.0,6.0,793.0,1066.0,11.0,1.0,16,1,1,0,0
1845,1,0.5,1,10.0,0.0,61.0,0.3,96.0,1.0,12.0,292.0,695.0,1731.0,9.0,5.0,6,0,0,0,1
752,0,0.5,1,1.0,0.0,48.0,0.7,87.0,7.0,13.0,164.0,728.0,3860.0,7.0,5.0,16,0,0,0,3
1948,0,2.8,1,8.0,0.0,16.0,0.1,100.0,5.0,10.0,631.0,1940.0,3630.0,9.0,7.0,17,0,1,0,3
1077,0,2.5,1,0.0,1.0,45.0,1.0,174.0,3.0,4.0,897.0,1304.0,1965.0,6.0,2.0,6,1,1,0,1
932,1,0.5,0,1.0,1.0,60.0,0.7,104.0,4.0,2.0,268.0,1078.0,1459.0,6.0,1.0,19,1,1,0,0
1968,0,0.9,0,0.0,0.0,22.0,0.8,115.0,3.0,7.0,861.0,1259.0,2323.0,9.0,8.0,7,0,0,1,2
1122,0,1.2,0,9.0,0.0,2.0,0.6,120.0,4.0,14.0,331.0,790.0,3291.0,11.0,2.0,13,1,1,1,2
1588,0,0.5,0,0.0,1.0,61.0,0.8,159.0,1.0,13.0,1064.0,1594.0,3272.0,18.0,0.0,17,1,1,0,3
601,0,2.1,0,4.0,0.0,26.0,0.3,101.0,4.0,18.0,509.0,548.0,918.0,9.0,1.0,12,0,0,0,0
1615,0,0.5,0,14.0,0.0,15.0,0.1,132.0,4.0,16.0,622.0,1256.0,3488.0,16.0,2.0,3,0,0,1,3
1589,1,2.2,1,2.0,0.0,58.0,0.1,128.0,4.0,4.0,957.0,1911.0,3961.0,16.0,14.0,14,1,0,1,3
1417,1,2.7,0,2.0,1.0,56.0,0.9,114.0,6.0,4.0,494.0,1649.0,590.0,11.0,3.0,6,1,0,1,0
1697,1,0.7,0,1.0,1.0,34.0,0.1,95.0,1.0,3.0,236.0,1264.0,3701.0,15.0,9.0,8,1,1,0,3
1330,1,1.3,1,14.0,0.0,3.0,0.3,83.0,5.0,17.0,980.0,1262.0,463.0,14.0,6.0,11,0,0,1,0
1476,0,0.5,0,0.0,1.0,43.0,0.7,148.0,2.0,2.0,1789.0,1972.0,3644.0,15.0,10.0,6,1,0,1,3
1579,1,1.5,0,0.0,0.0,27.0,0.2,142.0,6.0,18.0,831.0,1484.0,1713.0,16.0,4.0,10,1,1,1,1
1277,0,3.0,0,0.0,1.0,41.0,0.3,200.0,4.0,3.0,902.0,1090.0,429.0,9.0,4.0,14,1,1,1,0
1089,1,0.9,1,12.0,1.0,2.0,0.7,145.0,5.0,15.0,636.0,1259.0,2765.0,13.0,12.0,10,1,0,1,2
1663,1,2.5,1,13.0,1.0,27.0,0.3,169.0,4.0,14.0,831.0,1439.0,2084.0,7.0,1.0,18,1,0,0,2
1949,0,1.8,0,0.0,0.0,20.0,0.8,186.0,5.0,4.0,518.0,592.0,1125.0,17.0,10.0,9,0,0,0,1
1138,0,1.1,0,5.0,1.0,48.0,0.6,109.0,3.0,14.0,233.0,1777.0,2048.0,6.0,0.0,18,1,1,1,2
685,0,2.7,0,7.0,0.0,17.0,0.3,174.0,6.0,20.0,725.0,870.0,1223.0,8.0,0.0,18,1,0,1,0
1889,0,2.8,0,5.0,1.0,31.0,1.0,132.0,1.0,10.0,170.0,1106.0,3672.0,5.0,1.0,3,1,1,1,3
857,1,2.0,1,3.0,0.0,17.0,0.2,195.0,7.0,9.0,157.0,948.0,3100.0,17.0,5.0,13,1,1,0,2
1902,0,2.8,1,6.0,0.0,50.0,0.8,124.0,8.0,9.0,1142.0,1393.0,343.0,11.0,8.0,18,0,1,0,0
1225,1,2.4,0,0.0,0.0,15.0,0.1,155.0,5.0,0.0,840.0,982.0,1970.0,16.0,8.0,15,1,1,0,1
1066,0,1.6,0,5.0,0.0,39.0,0.6,131.0,5.0,17.0,401.0,1586.0,2728.0,6.0,0.0,17,1,1,1,2
1554,1,0.5,1,11.0,0.0,5.0,1.0,124.0,3.0,12.0,395.0,1579.0,3635.0,7.0,4.0,18,0,0,0,3
1337,0,0.5,0,13.0,0.0,31.0,0.8,186.0,2.0,20.0,48.0,644.0,2180.0,7.0,4.0,16,1,0,1,1
1926,1,1.7,1,1.0,1.0,33.0,0.4,172.0,3.0,2.0,982.0,1157.0,2488.0,6.0,1.0,14,1,0,0,2
869,0,1.3,1,3.0,0.0,34.0,0.1,104.0,2.0,4.0,478.0,539.0,3864.0,13.0,3.0,11,1,0,0,3
1278,1,0.5,1,1.0,0.0,54.0,0.1,104.0,8.0,16.0,581.0,750.0,1155.0,7.0,1.0,20,0,0,1,0
1773,1,2.5,0,16.0,1.0,32.0,0.6,170.0,6.0,18.0,1215.0,1472.0,3566.0,17.0,6.0,13,1,0,1,3
1661,1,0.8,1,1.0,1.0,6.0,1.0,109.0,7.0,2.0,594.0,1337.0,864.0,9.0,8.0,2,1,0,1,1
1438,0,2.2,0,0.0,1.0,32.0,0.6,176.0,7.0,6.0,683.0,1663.0,869.0,19.0,13.0,9,1,1,1,0
1661,1,1.4,0,0.0,0.0,29.0,0.3,119.0,2.0,0.0,536.0,861.0,591.0,9.0,2.0,9,1,1,1,0
1846,1,0.6,0,1.0,0.0,19.0,0.7,159.0,1.0,2.0,83.0,773.0,1333.0,15.0,6.0,11,0,1,1,1
1260,1,2.0,1,2.0,1.0,23.0,0.2,123.0,7.0,10.0,905.0,1313.0,2208.0,12.0,11.0,10,1,0,1,2
512,1,0.5,1,7.0,0.0,15.0,0.9,83.0,3.0,15.0,249.0,1849.0,2610.0,18.0,14.0,15,0,1,1,2
581,0,2.2,0,0.0,0.0,59.0,0.7,185.0,5.0,6.0,803.0,1613.0,2819.0,19.0,17.0,9,0,0,1,2
1872,1,2.3,0,6.0,0.0,44.0,0.7,134.0,3.0,15.0,459.0,1259.0,1955.0,9.0,4.0,15,1,0,1,2
687,1,1.3,0,9.0,1.0,50.0,0.6,151.0,4.0,20.0,584.0,1151.0,3416.0,14.0,6.0,8,1,1,0,3
1062,1,2.5,1,6.0,0.0,10.0,0.9,160.0,1.0,13.0,1596.0,1807.0,3803.0,7.0,3.0,16,0,0,1,3
1678,1,2.3,1,11.0,0.0,7.0,0.5,192.0,1.0,14.0,418.0,1763.0,574.0,5.0,3.0,19,1,0,0,0
1417,1,0.5,0,10.0,1.0,45.0,0.9,166.0,4.0,19.0,364.0,1029.0,2129.0,13.0,9.0,12,1,0,1,1
1074,0,2.4,1,2.0,1.0,9.0,0.9,103.0,6.0,14.0,946.0,952.0,1948.0,13.0,1.0,18,1,1,1,1
1832,0,0.7,0,2.0,0.0,2.0,0.6,90.0,7.0,6.0,186.0,654.0,2978.0,18.0,7.0,18,0,0,0,2
1039,0,1.3,0,0.0,1.0,12.0,0.8,200.0,8.0,0.0,1428.0,1827.0,1619.0,7.0,1.0,10,1,1,1,1
1059,0,2.4,0,8.0,0.0,61.0,0.1,134.0,3.0,18.0,1613.0,1916.0,3716.0,15.0,13.0,11,1,1,0,3
1606,0,1.4,0,3.0,0.0,57.0,0.1,154.0,4.0,4.0,1127.0,1924.0,3454.0,13.0,8.0,20,0,0,1,3
1928,1,1.8,0,9.0,1.0,19.0,1.0,187.0,3.0,20.0,691.0,1580.0,3777.0,7.0,2.0,13,1,1,1,3
1875,1,0.5,1,11.0,1.0,55.0,0.7,91.0,1.0,17.0,1802.0,1942.0,2712.0,7.0,2.0,6,1,0,1,3
1128,1,1.1,0,9.0,1.0,46.0,0.9,135.0,8.0,10.0,751.0,1582.0,1434.0,5.0,0.0,11,1,0,0,1
1748,0,1.7,1,6.0,1.0,14.0,0.5,146.0,3.0,7.0,859.0,1234.0,3968.0,16.0,12.0,3,1,0,1,3
1413,0,0.5,1,5.0,0.0,51.0,0.3,117.0,5.0,11.0,187.0,517.0,3383.0,16.0,5.0,2,0,0,0,3
825,0,0.5,1,0.0,1.0,23.0,0.1,86.0,2.0,0.0,206.0,1917.0,3278.0,8.0,6.0,2,1,0,1,3
1589,1,1.4,0,3.0,1.0,26.0,0.1,100.0,8.0,16.0,1673.0,1759.0,3970.0,16.0,8.0,18,1,0,1,3
535,1,0.5,1,8.0,1.0,54.0,0.5,145.0,8.0,15.0,710.0,939.0,2674.0,14.0,8.0,10,1,0,0,2
1780,1,0.5,0,6.0,0.0,27.0,0.1,190.0,4.0,11.0,1331.0,1463.0,2776.0,19.0,17.0,14,1,1,1,3
1671,0,0.6,1,7.0,1.0,61.0,0.1,129.0,2.0,11.0,263.0,848.0,2336.0,10.0,4.0,7,1,0,0,2
1821,0,0.9,0,9.0,1.0,12.0,0.3,114.0,1.0,18.0,97.0,1803.0,2430.0,7.0,4.0,6,1,1,1,2
1076,1,2.6,0,3.0,1.0,38.0,0.7,119.0,6.0,8.0,129.0,915.0,891.0,18.0,3.0,9,1,1,0,0
532,1,0.8,1,3.0,0.0,8.0,0.1,193.0,5.0,10.0,1213.0,1354.0,728.0,13.0,5.0,8,1,1,0,0
777,1,2.6,0,3.0,0.0,30.0,0.9,148.0,5.0,17.0,189.0,1143.0,3886.0,14.0,10.0,7,1,0,0,3
1217,1,0.5,0,3.0,0.0,17.0,0.5,182.0,4.0,13.0,628.0,632.0,1711.0,7.0,3.0,9,1,0,1,1
1656,1,1.6,1,0.0,0.0,16.0,1.0,117.0,7.0,2.0,320.0,899.0,2856.0,14.0,3.0,20,1,1,1,2
1185,0,1.9,0,0.0,0.0,31.0,0.4,152.0,8.0,7.0,837.0,1642.0,2447.0,16.0,2.0,3,1,1,1,2
577,0,2.4,0,8.0,1.0,37.0,0.9,161.0,6.0,20.0,1087.0,1450.0,814.0,11.0,7.0,19,1,1,1,0
737,1,2.4,1,7.0,0.0,49.0,0.6,193.0,4.0,16.0,781.0,1463.0,2951.0,7.0,0.0,10,0,1,0,2
704,0,2.2,1,4.0,0.0,53.0,0.2,186.0,6.0,6.0,251.0,1013.0,3653.0,7.0,1.0,15,1,1,1,2
525,1,0.5,1,5.0,0.0,51.0,0.5,137.0,8.0,11.0,262.0,1587.0,1891.0,18.0,3.0,12,0,1,0,1
504,1,0.5,1,5.0,0.0,16.0,0.1,166.0,1.0,9.0,767.0,1665.0,701.0,17.0,15.0,15,1,0,1,0
793,0,1.2,1,1.0,1.0,38.0,0.6,176.0,4.0,7.0,1226.0,1815.0,3139.0,6.0,1.0,12,1,1,1,3
569,0,0.6,1,2.0,0.0,39.0,0.1,184.0,8.0,9.0,389.0,739.0,2811.0,7.0,6.0,7,1,0,1,1
1590,0,1.9,1,3.0,1.0,21.0,1.0,160.0,5.0,18.0,920.0,963.0,1701.0,11.0,4.0,4,1,0,1,1
707,0,0.5,0,0.0,1.0,16.0,0.1,194.0,2.0,0.0,1027.0,1508.0,1853.0,17.0,14.0,12,1,1,1,1
767,0,1.9,0,16.0,1.0,19.0,0.2,185.0,6.0,17.0,271.0,1000.0,2445.0,6.0,1.0,6,1,1,1,1
1350,1,0.5,1,0.0,1.0,50.0,0.8,181.0,8.0,4.0,369.0,544.0,2287.0,15.0,1.0,8,1,1,0,1
1117,1,0.6,1,0.0,0.0,31.0,0.2,146.0,2.0,7.0,1258.0,1627.0,2003.0,8.0,7.0,14,0,1,1,2
641,1,1.1,0,0.0,1.0,7.0,0.9,192.0,1.0,3.0,417.0,759.0,3595.0,7.0,5.0,19,1,1,1,2
1002,0,0.8,1,0.0,1.0,35.0,0.5,83.0,2.0,4.0,1345.0,1416.0,1726.0,16.0,5.0,19,1,0,1,1
1408,1,2.1,1,10.0,0.0,45.0,0.9,89.0,5.0,14.0,613.0,1088.0,3952.0,8.0,6.0,3,0,0,1,3
1900,1,2.0,1,1.0,0.0,41.0,0.5,190.0,8.0,6.0,912.0,1596.0,850.0,5.0,1.0,4,1,1,1,1
726,0,2.9,0,0.0,0.0,43.0,0.1,101.0,8.0,0.0,666.0,760.0,1446.0,17.0,2.0,8,1,1,0,0
1544,0,2.3,0,12.0,1.0,45.0,0.1,113.0,8.0,20.0,236.0,857.0,1300.0,8.0,7.0,18,1,1,0,1
1454,1,1.6,0,6.0,1.0,21.0,0.2,160.0,4.0,10.0,186.0,1100.0,719.0,14.0,10.0,10,1,1,1,0
1230,1,2.2,1,6.0,0.0,26.0,0.8,123.0,5.0,7.0,416.0,676.0,988.0,11.0,5.0,9,0,1,1,0
1552,0,1.2,0,10.0,1.0,53.0,0.3,180.0,8.0,18.0,430.0,658.0,2606.0,13.0,6.0,12,1,0,0,2
1519,0,2.1,0,0.0,0.0,32.0,0.7,200.0,1.0,10.0,168.0,1239.0,2912.0,11.0,10.0,15,1,1,0,2
723,1,1.9,0,4.0,0.0,30.0,0.3,102.0,1.0,7.0,1467.0,1901.0,2339.0,19.0,9.0,17,0,1,1,2
1191,0,2.4,1,2.0,0.0,13.0,0.9,169.0,1.0,7.0,179.0,1813.0,1028.0,14.0,6.0,8,1,1,1,0
1168,0,1.3,0,9.0,0.0,61.0,0.1,90.0,8.0,10.0,159.0,1578.0,3173.0,9.0,4.0,17,0,0,1,3
1229,0,0.5,1,15.0,0.0,14.0,0.8,191.0,2.0,16.0,120.0,1878.0,1667.0,17.0,6.0,17,0,0,1,1
1758,1,0.5,0,11.0,1.0,13.0,0.6,190.0,8.0,14.0,762.0,1864.0,1897.0,6.0,2.0,15,1,0,0,2
1290,0,0.5,0,0.0,0.0,3.0,0.1,143.0,6.0,4.0,600.0,1109.0,1214.0,9.0,8.0,15,0,1,1,1
574,0,2.8,1,16.0,0.0,38.0,0.1,90.0,6.0,17.0,286.0,1171.0,3269.0,8.0,7.0,10,0,1,0,2
1271,1,0.5,0,12.0,0.0,32.0,0.1,113.0,7.0,15.0,1350.0,1949.0,445.0,15.0,14.0,14,0,0,1,0
1170,1,1.2,0,4.0,0.0,30.0,0.4,83.0,8.0,15.0,27.0,1722.0,1073.0,6.0,4.0,8,1,1,0,0
1269,1,1.3,0,14.0,0.0,52.0,0.8,118.0,2.0,15.0,1597.0,1920.0,665.0,18.0,5.0,5,0,0,0,1
1288,0,2.8,1,15.0,0.0,50.0,0.1,121.0,2.0,20.0,1177.0,1809.0,3129.0,17.0,6.0,2,0,0,0,3
1366,1,0.7,1,0.0,1.0,34.0,0.1,150.0,2.0,9.0,402.0,964.0,3501.0,13.0,11.0,3,1,0,0,3
1572,1,0.8,1,7.0,1.0,8.0,0.8,169.0,5.0,8.0,577.0,1237.0,3461.0,6.0,3.0,10,1,1,1,3
1627,0,0.9,1,9.0,1.0,32.0,0.1,180.0,6.0,16.0,52.0,1082.0,3206.0,12.0,6.0,16,1,1,0,3
1701,1,0.5,0,13.0,1.0,46.0,0.9,115.0,2.0,15.0,364.0,828.0,3717.0,11.0,0.0,10,1,1,0,3
1900,1,0.5,1,0.0,1.0,55.0,0.9,171.0,1.0,1.0,934.0,1241.0,3917.0,15.0,5.0,18,1,0,1,3
1974,0,1.0,0,4.0,0.0,24.0,0.3,80.0,7.0,13.0,250.0,545.0,861.0,7.0,4.0,6,1,0,1,0
1197,1,0.5,1,9.0,0.0,20.0,0.1,129.0,5.0,10.0,214.0,1710.0,2885.0,19.0,7.0,14,1,1,1,2
587,1,2.3,1,4.0,0.0,6.0,0.7,170.0,1.0,16.0,612.0,1793.0,2777.0,9.0,2.0,14,1,1,0,2
934,0,1.1,0,7.0,0.0,24.0,0.8,112.0,5.0,12.0,1111.0,1463.0,1017.0,12.0,7.0,9,0,0,1,0
1195,0,2.0,1,1.0,1.0,23.0,0.1,82.0,4.0,9.0,163.0,1100.0,980.0,13.0,9.0,17,1,0,0,0
1853,1,1.0,0,2.0,0.0,23.0,0.4,92.0,1.0,15.0,202.0,1951.0,2775.0,14.0,4.0,17,1,0,0,3
1164,0,1.0,0,4.0,1.0,19.0,0.9,95.0,8.0,18.0,729.0,1704.0,3309.0,15.0,3.0,3,1,0,1,3
1512,1,0.5,0,8.0,1.0,18.0,0.1,88.0,3.0,17.0,1079.0,1897.0,3607.0,12.0,10.0,6,1,1,1,3
1232,0,2.9,1,1.0,1.0,24.0,0.3,169.0,5.0,17.0,361.0,809.0,1257.0,16.0,10.0,16,1,0,0,0
1813,1,0.6,1,0.0,1.0,5.0,0.2,198.0,3.0,8.0,338.0,1306.0,759.0,9.0,3.0,14,1,1,0,0
946,1,2.6,1,17.0,0.0,5.0,0.1,166.0,3.0,20.0,1698.0,1771.0,3720.0,15.0,7.0,4,0,1,0,3
739,1,2.3,1,2.0,1.0,58.0,0.1,88.0,3.0,4.0,1052.0,1536.0,475.0,7.0,6.0,6,1,0,1,0
704,1,2.7,0,8.0,1.0,29.0,0.2,80.0,1.0,10.0,1108.0,1509.0,1122.0,9.0,3.0,10,1,1,1,0
1663,1,0.5,0,0.0,0.0,40.0,0.6,147.0,4.0,15.0,951.0,1545.0,1336.0,8.0,5.0,15,1,0,0,1
1966,1,1.4,1,2.0,0.0,40.0,0.9,185.0,8.0,18.0,1197.0,1987.0,1185.0,11.0,2.0,20,0,1,0,2
